"Town/County","FIPS","Year","Unit Type","Measure Type","Variable","Value"
"Sherman","0900168310","2008-2012","Total","Number","Margins of Error",104
"Sherman","0900168310","2008-2012","Detached","Number","Housing Units",1635
"Sherman","0900168310","2008-2012","Detached","Number","Margins of Error",116
"Sherman","0900168310","2008-2012","Detached","Percent","Housing Units",96.2
"Sherman","0900168310","2008-2012","Detached","Percent","Margins of Error",3.5
"Sherman","0900168310","2009-2013","Total","Number","Housing Units",1781
"Sherman","0900168310","2009-2013","Total","Number","Margins of Error",105
"Sherman","0900168310","2009-2013","Detached","Number","Housing Units",1704
"Sherman","0900168310","2009-2013","Detached","Number","Margins of Error",128
"Sherman","0900168310","2009-2013","Detached","Percent","Housing Units",95.7
"Sherman","0900168310","2009-2013","Detached","Percent","Margins of Error",4.3
"Sherman","0900168310","2010-2014","Total","Number","Housing Units",1771
"Sherman","0900168310","2010-2014","Total","Number","Margins of Error",101
"Sherman","0900168310","2010-2014","Detached","Number","Housing Units",1722
"Sherman","0900168310","2010-2014","Detached","Number","Margins of Error",108
"Sherman","0900168310","2010-2014","Detached","Percent","Housing Units",97.2
"Sherman","0900168310","2010-2014","Detached","Percent","Margins of Error",2.6
"Sherman","0900168310","2011-2015","Total","Number","Housing Units",1792
"Sherman","0900168310","2011-2015","Total","Number","Margins of Error",119
"Sherman","0900168310","2011-2015","Detached","Number","Housing Units",1747
"Sherman","0900168310","2011-2015","Detached","Number","Margins of Error",120
"Sherman","0900168310","2011-2015","Detached","Percent","Housing Units",97.5
"Sherman","0900168310","2011-2015","Detached","Percent","Margins of Error",1.9
"Sherman","0900168310","2012-2016","Total","Number","Housing Units",1708
"Sherman","0900168310","2012-2016","Total","Number","Margins of Error",99
"Sherman","0900168310","2012-2016","Detached","Number","Housing Units",1647
"Sherman","0900168310","2012-2016","Detached","Number","Margins of Error",102
"Sherman","0900168310","2012-2016","Detached","Percent","Housing Units",96.4
"Sherman","0900168310","2012-2016","Detached","Percent","Margins of Error",2.5
"Simsbury","0900368940","2006-2010","Total","Number","Housing Units",8709
"Simsbury","0900368940","2006-2010","Total","Number","Margins of Error",192
"Simsbury","0900368940","2006-2010","Detached","Number","Housing Units",7027
"Simsbury","0900368940","2006-2010","Detached","Number","Margins of Error",199
"Simsbury","0900368940","2006-2010","Detached","Percent","Housing Units",80.7
"Simsbury","0900368940","2006-2010","Detached","Percent","Margins of Error",1.8
"Simsbury","0900368940","2007-2011","Total","Number","Housing Units",8773
"Simsbury","0900368940","2007-2011","Total","Number","Margins of Error",191
"Simsbury","0900368940","2007-2011","Detached","Number","Housing Units",7092
"Simsbury","0900368940","2007-2011","Detached","Number","Margins of Error",208
"Simsbury","0900368940","2007-2011","Detached","Percent","Housing Units",80.8
"Simsbury","0900368940","2007-2011","Detached","Percent","Margins of Error",1.8
"Simsbury","0900368940","2008-2012","Total","Number","Housing Units",8993
"Simsbury","0900368940","2008-2012","Total","Number","Margins of Error",235
"Simsbury","0900368940","2008-2012","Detached","Number","Housing Units",7281
"Simsbury","0900368940","2008-2012","Detached","Number","Margins of Error",230
"Simsbury","0900368940","2008-2012","Detached","Percent","Housing Units",81
"Simsbury","0900368940","2008-2012","Detached","Percent","Margins of Error",1.9
"Simsbury","0900368940","2009-2013","Total","Number","Housing Units",9115
"Simsbury","0900368940","2009-2013","Total","Number","Margins of Error",194
"Simsbury","0900368940","2009-2013","Detached","Number","Housing Units",7319
"Simsbury","0900368940","2009-2013","Detached","Number","Margins of Error",242
"Simsbury","0900368940","2009-2013","Detached","Percent","Housing Units",80.3
"Simsbury","0900368940","2009-2013","Detached","Percent","Margins of Error",1.9
"Simsbury","0900368940","2010-2014","Total","Number","Housing Units",9154
"Simsbury","0900368940","2010-2014","Total","Number","Margins of Error",207
"Simsbury","0900368940","2010-2014","Detached","Number","Housing Units",7404
"Simsbury","0900368940","2010-2014","Detached","Number","Margins of Error",224
"Simsbury","0900368940","2010-2014","Detached","Percent","Housing Units",80.9
"Simsbury","0900368940","2010-2014","Detached","Percent","Margins of Error",1.7
"Simsbury","0900368940","2011-2015","Total","Number","Housing Units",9248
"Simsbury","0900368940","2011-2015","Total","Number","Margins of Error",220
"Simsbury","0900368940","2011-2015","Detached","Number","Housing Units",7428
"Simsbury","0900368940","2011-2015","Detached","Number","Margins of Error",239
"Simsbury","0900368940","2011-2015","Detached","Percent","Housing Units",80.3
"Simsbury","0900368940","2011-2015","Detached","Percent","Margins of Error",1.7
"Simsbury","0900368940","2012-2016","Total","Number","Housing Units",9428
"Simsbury","0900368940","2012-2016","Total","Number","Margins of Error",234
"Simsbury","0900368940","2012-2016","Detached","Number","Housing Units",7462
"Simsbury","0900368940","2012-2016","Detached","Number","Margins of Error",237
"Simsbury","0900368940","2012-2016","Detached","Percent","Housing Units",79.1
"Simsbury","0900368940","2012-2016","Detached","Percent","Margins of Error",1.6
"Somers","0901369220","2006-2010","Total","Number","Housing Units",3465
"Somers","0901369220","2006-2010","Total","Number","Margins of Error",161
"Somers","0901369220","2006-2010","Detached","Number","Housing Units",3301
"Somers","0901369220","2006-2010","Detached","Number","Margins of Error",174
"Somers","0901369220","2006-2010","Detached","Percent","Housing Units",95.3
"Somers","0901369220","2006-2010","Detached","Percent","Margins of Error",1.7
"Somers","0901369220","2007-2011","Total","Number","Housing Units",3420
"Somers","0901369220","2007-2011","Total","Number","Margins of Error",209
"Somers","0901369220","2007-2011","Detached","Number","Housing Units",3187
"Somers","0901369220","2007-2011","Detached","Number","Margins of Error",214
"Somers","0901369220","2007-2011","Detached","Percent","Housing Units",93.2
"Somers","0901369220","2007-2011","Detached","Percent","Margins of Error",2.4
"Somers","0901369220","2008-2012","Total","Number","Housing Units",3532
"Somers","0901369220","2008-2012","Total","Number","Margins of Error",174
"Somers","0901369220","2008-2012","Detached","Number","Housing Units",3270
"Somers","0901369220","2008-2012","Detached","Number","Margins of Error",176
"Somers","0901369220","2008-2012","Detached","Percent","Housing Units",92.6
"Somers","0901369220","2008-2012","Detached","Percent","Margins of Error",2.6
"Somers","0901369220","2009-2013","Total","Number","Housing Units",3506
"Somers","0901369220","2009-2013","Total","Number","Margins of Error",196
"Somers","0901369220","2009-2013","Detached","Number","Housing Units",3134
"Somers","0901369220","2009-2013","Detached","Number","Margins of Error",200
"Somers","0901369220","2009-2013","Detached","Percent","Housing Units",89.4
"Somers","0901369220","2009-2013","Detached","Percent","Margins of Error",2.9
"Somers","0901369220","2010-2014","Total","Number","Housing Units",3546
"Somers","0901369220","2010-2014","Total","Number","Margins of Error",192
"Somers","0901369220","2010-2014","Detached","Number","Housing Units",3176
"Somers","0901369220","2010-2014","Detached","Number","Margins of Error",181
"Somers","0901369220","2010-2014","Detached","Percent","Housing Units",89.6
"Somers","0901369220","2010-2014","Detached","Percent","Margins of Error",2.6
"Somers","0901369220","2011-2015","Total","Number","Housing Units",3597
"Somers","0901369220","2011-2015","Total","Number","Margins of Error",163
"Somers","0901369220","2011-2015","Detached","Number","Housing Units",3175
"Somers","0901369220","2011-2015","Detached","Number","Margins of Error",144
"Somers","0901369220","2011-2015","Detached","Percent","Housing Units",88.3
"Somers","0901369220","2011-2015","Detached","Percent","Margins of Error",2.5
"Somers","0901369220","2012-2016","Total","Number","Housing Units",3631
"Somers","0901369220","2012-2016","Total","Number","Margins of Error",170
"Somers","0901369220","2012-2016","Detached","Number","Housing Units",3184
"Somers","0901369220","2012-2016","Detached","Number","Margins of Error",173
"Somers","0901369220","2012-2016","Detached","Percent","Housing Units",87.7
"Somers","0901369220","2012-2016","Detached","Percent","Margins of Error",3.2
"South Windsor","0900371390","2006-2010","Total","Number","Housing Units",9801
"South Windsor","0900371390","2006-2010","Total","Number","Margins of Error",235
"South Windsor","0900371390","2006-2010","Detached","Number","Housing Units",7245
"South Windsor","0900371390","2006-2010","Detached","Number","Margins of Error",238
"South Windsor","0900371390","2006-2010","Detached","Percent","Housing Units",73.9
"South Windsor","0900371390","2006-2010","Detached","Percent","Margins of Error",1.9
"South Windsor","0900371390","2007-2011","Total","Number","Housing Units",9826
"South Windsor","0900371390","2007-2011","Total","Number","Margins of Error",259
"South Windsor","0900371390","2007-2011","Detached","Number","Housing Units",7367
"South Windsor","0900371390","2007-2011","Detached","Number","Margins of Error",267
"South Windsor","0900371390","2007-2011","Detached","Percent","Housing Units",75
"South Windsor","0900371390","2007-2011","Detached","Percent","Margins of Error",2.1
"South Windsor","0900371390","2008-2012","Total","Number","Housing Units",9753
"South Windsor","0900371390","2008-2012","Total","Number","Margins of Error",273
"South Windsor","0900371390","2008-2012","Detached","Number","Housing Units",7339
"South Windsor","0900371390","2008-2012","Detached","Number","Margins of Error",262
"South Windsor","0900371390","2008-2012","Detached","Percent","Housing Units",75.2
"South Windsor","0900371390","2008-2012","Detached","Percent","Margins of Error",1.8
"South Windsor","0900371390","2009-2013","Total","Number","Housing Units",9729
"South Windsor","0900371390","2009-2013","Total","Number","Margins of Error",292
"South Windsor","0900371390","2009-2013","Detached","Number","Housing Units",7176
"South Windsor","0900371390","2009-2013","Detached","Number","Margins of Error",269
"South Windsor","0900371390","2009-2013","Detached","Percent","Housing Units",73.8
"South Windsor","0900371390","2009-2013","Detached","Percent","Margins of Error",2.1
"South Windsor","0900371390","2010-2014","Total","Number","Housing Units",10074
"South Windsor","0900371390","2010-2014","Total","Number","Margins of Error",268
"South Windsor","0900371390","2010-2014","Detached","Number","Housing Units",7465
"South Windsor","0900371390","2010-2014","Detached","Number","Margins of Error",258
"South Windsor","0900371390","2010-2014","Detached","Percent","Housing Units",74.1
"South Windsor","0900371390","2010-2014","Detached","Percent","Margins of Error",1.8
"South Windsor","0900371390","2011-2015","Total","Number","Housing Units",10143
"South Windsor","0900371390","2011-2015","Total","Number","Margins of Error",313
"South Windsor","0900371390","2011-2015","Detached","Number","Housing Units",7408
"South Windsor","0900371390","2011-2015","Detached","Number","Margins of Error",313
"South Windsor","0900371390","2011-2015","Detached","Percent","Housing Units",73
"South Windsor","0900371390","2011-2015","Detached","Percent","Margins of Error",2
"South Windsor","0900371390","2012-2016","Total","Number","Housing Units",10378
"South Windsor","0900371390","2012-2016","Total","Number","Margins of Error",255
"South Windsor","0900371390","2012-2016","Detached","Number","Housing Units",7430
"South Windsor","0900371390","2012-2016","Detached","Number","Margins of Error",250
"South Windsor","0900371390","2012-2016","Detached","Percent","Housing Units",71.6
"South Windsor","0900371390","2012-2016","Detached","Percent","Margins of Error",1.8
"Southbury","0900969640","2006-2010","Total","Number","Housing Units",7965
"Southbury","0900969640","2006-2010","Total","Number","Margins of Error",565
"Southbury","0900969640","2006-2010","Detached","Number","Housing Units",4656
"Southbury","0900969640","2006-2010","Detached","Number","Margins of Error",343
"Southbury","0900969640","2006-2010","Detached","Percent","Housing Units",58.5
"Southbury","0900969640","2006-2010","Detached","Percent","Margins of Error",2.2
"Southbury","0900969640","2007-2011","Total","Number","Housing Units",8805
"Southbury","0900969640","2007-2011","Total","Number","Margins of Error",368
"Southbury","0900969640","2007-2011","Detached","Number","Housing Units",5284
"Southbury","0900969640","2007-2011","Detached","Number","Margins of Error",264
"Southbury","0900969640","2007-2011","Detached","Percent","Housing Units",60
"Southbury","0900969640","2007-2011","Detached","Percent","Margins of Error",2.3
"Southbury","0900969640","2008-2012","Total","Number","Housing Units",8629
"Southbury","0900969640","2008-2012","Total","Number","Margins of Error",362
"Southbury","0900969640","2008-2012","Detached","Number","Housing Units",5179
"Southbury","0900969640","2008-2012","Detached","Number","Margins of Error",292
"Southbury","0900969640","2008-2012","Detached","Percent","Housing Units",60
"Southbury","0900969640","2008-2012","Detached","Percent","Margins of Error",2.5
